SeriesInd,S01Var01,S01Var02,S02Var02,S02Var03,S03Var05,S03Var07,S04Var01,S04Var02,S05Var02,S05Var03,S06Var05,S06Var07
41870,34.400002,10701100,26971400,12.75,55.42428586,55.79000086,23.629999,17860200,18393300,86.43,36.41,36.689999
41873,35.599998,10722800,26082200,12.8,56.09142686,56.952858,23.959999,15539700,11262000,87.290001,36.810001,36.73
41874,36.23,15246700,40082600,13.11,57.71285629,58.01857,24.450001,16718000,15567700,87.940002,36.849998,37.130001
41875,36.139999,12074200,46026300,13.12,56.22000129,57.92285543,24.969999,15138800,13028800,89.349998,37.200001,37.34
41876,36.259998,11218600,42016000,13.35,58.74714286,58.34000014,25.290001,17289100,16328700,87.650002,37.470001,37.639999
41877,35.889999,6990800,43814900,13.45,58.54428486,59.59999843,25.370001,19573300,10791800,87.599998,37.560001,37.880001
41880,36.099998,5335500,20659200,13.57,60.06428529,61.445713,24.91,12533100,11093000,88.010002,37.950001,37.880001
41881,36.240002,7430700,24858800,13.52,62.15714257,63.25428386,24.790001,10091200,14572600,87.760002,37.959999,37.98
41882,36.799999,15212000,39344800,13.35,63.49428557,62.75571443,24.719999,11075000,11616500,87.480003,37.900002,37.459999
41883,36.900002,9582100,33982900,13.38,63.11142729,63.64571386,24.969999,10651000,11330100,87.739998,37.509998,37.41
41884,37.200001,11805400,45933600,13.57,64.47285457,64.28285986,25.25,11513900,13036600,88.919998,37.740002,37.740002
41887,37.25,6140200,53821400,13.83,65.10142514,65.815712,25.34,11990500,10613400,89.93,37.860001,37.900002
41888,37.150002,5820100,42070400,14.09,66.42428586,65.52285771,26.790001,25883100,11088900,90.139999,38.02,38.400002
41889,37.23,6355900,33334600,14.1,65.57714086,66.26285557,26.66,24960800,13638300,91.029999,38.139999,38.450001
41890,37.360001,7754600,30575000,14.16,65.68714143,65.25285343,26.49,11186000,13771900,90.690002,38.439999,37.889999
41891,37.23,8742300,30885100,14.02,65.42428586,64.70999914,26.860001,16236400,10975400,89.790001,38.040001,38.029999
41894,37.029999,9398700,22758500,13.92,64.50142671,64.96286014,26.83,15808000,9810100,89.43,38.040001,38.200001
41895,36.799999,7124900,32390700,13.98,64.83571629,63.40857314,26.870001,14828200,9890300,90.019997,38.259998,38.759998
41896,36.880001,11922000,56875000,14.27,62.73714443,61.264286,27.68,21956500,10399400,90.410004,38.700001,39.299999
41897,36.98,10209300,40924300,14.6,60.46285629,62.082859,27.43,18192300,10469600,90.5,39.279999,39.259998
41898,36.830002,10018700,59729800,14.75,62.72142786,61.89428714,26.98,14889300,12721300,90.529999,39.419998,39.880001
41901,36.84,8727600,34580000,15,61.70142743,63.27571486,27.049999,25099100,12417700,91.459999,39.900002,40.200001
41902,36.799999,6651600,61840300,14.75,62.59285743,62.80857086,27.129999,14889000,12519900,92.379997,40.330002,40.68
41903,36.740002,10122900,67147900,14.86,63.43571471,63.04999929,27.190001,16046200,19253300,91.809998,40.720001,40.099998
41904,36.16,7566200,49128700,14.37,62.27857214,63.162857,26.27,23307000,15357300,91.360001,39.400002,40.009998
41905,36.009998,4786900,25287100,14.66,62.97857286,63.59285743,26.48,14967100,12771900,91,39.52,40.240002
41909,36.720001,5578500,59250500,15.1,64.271431,63.06285857,26.77,19015300,15197800,91.760002,40.799999,40.52
41910,36.290001,7809600,65167400,15.24,62.85714343,63.56428529,26.040001,18738900,11563200,91.589996,40.360001,40.75
41911,36.630001,15275100,61805000,15.74,63.66428757,64.51142886,26.5,12916200,9734700,91.599998,40.790001,41.25
41912,36.41,8188900,52117500,15.68,64.64286043,64.24714657,26.6,23994200,17917400,90.459999,41.259998,40.549999
41915,36.189999,8403800,59017900,15.51,64.38999943,64.38857271,26.620001,16454100,14177500,90.480003,40.830002,40.73
41916,36.990002,9021500,50273400,15.63,64.74571229,64.18714143,26.57,13218300,12481300,90.220001,40.799999,40.439999
41917,36.610001,6851900,64862400,15.18,63.66428757,63.587143,26.25,14270500,12888000,89.610001,40.240002,39.82
41918,36.07,6104900,54819200,15.06,63.63857271,62.63714214,26.209999,13559000,15393300,89,39.700001,40.720001
41919,36.25,5828200,37099500,15.46,62.35714343,63.115715,27.09,16948700,12504700,90.489998,41.23,41.25
41922,36.759998,7941300,29589300,15.6,63.532856,62.69857029,27.120001,15850700,10372300,90.870003,41.5,41.27
41923,36.02,9795200,35360600,15.4,62.24857329,62.514286,26.879999,10097100,10739400,90.230003,40.779999,40.66
41924,35.529999,8378600,36207400,15.31,62.78571314,61.74142843,26.530001,11920800,10864500,89.589996,40.790001,40.27
41925,35.580002,7036400,34327500,15.18,61.78571314,62.27999871,26.459999,9763800,13501300,89.610001,40.290001,40.939999
41926,35.77,6267600,27186000,15.35,62.20000071,61.43571471,26.549999,7398800,12158400,90.290001,40.84,40.16
41929,36.240002,6750900,31340000,15.44,61.634285,61.71428686,26.85,10289700,12026400,90.769997,40.59,40.610001
41930,36.34,5691600,25950200,15.44,61.65142829,61.681427,26.889999,9710700,10678200,91.260002,40.720001,40.84
41931,36.290001,5850300,35997500,15.31,61.62857057,60.42856986,26.780001,11398300,14189500,91,40.779999,40.66
41932,35.5,8734600,57313900,14.75,59.90000157,59.54857257,26.049999,19115500,21077700,88.790001,40.290001,40.09
41933,35.060001,14860300,48218100,14.59,59.78428643,59.07143014,25.43,24574100,25493800,88.849998,40.639999,40.959999
41936,34.959999,9087400,58598000,14.3,58.20000071,57.50571443,25.09,37006200,17653000,88.019997,40.48,39.799999
41937,35.16,7825800,34031900,14.84,57.95714186,57.51857,25.01,18883900,15790100,88.480003,40.16,40.299999
41938,35.41,6596900,39595100,15.1,57.70000071,56.86714171,25.68,12583100,14446000,88.730003,40.73,41.02
41939,35.189999,6720200,35859600,15.39,57.03571314,56.25428386,25.98,14489800,12348000,90.029999,41.380001,41.560001
41940,35.080002,11343300,45034700,15.44,55.90857314,56.64714429,25.540001,26774300,22984200,89.559998,41.560001,41.27
41943,35.380001,5246700,36012200,15.56,57.52714157,58.45999914,25.540001,10679300,13182200,89.959999,41.560001,41.360001
41944,35.66,7795600,70275900,15.69,58.56571586,59.78428643,25.5,10129600,12320700,90.120003,41.200001,41.220001
41945,35.779999,4074200,38114000,16.139999,60.12285614,60.11428457,25.639999,6059100,5674000,90.139999,40.98,41.220001
41947,36.02,5764600,44728400,16.48,60.05571371,59.63142771,26.26,11097500,8917900,90.57,41.459999,42.07
41950,36.16,8024200,42019600,16.75,60.01571271,59.29285814,25.99,10478400,12086700,91.900002,42.360001,42.830002
41951,36.41,6284900,33762200,16.719999,59.08571243,60.33571243,26.700001,17567800,12940000,92.25,42.950001,42.700001
41952,36.669998,7016500,38162900,16.65,59.94285586,60.10428614,27.07,15103300,12430000,92.379997,42.549999,42.07
41953,37.310001,10298900,34601800,16.860001,60.42142871,61.04142757,27.190001,17589800,16184700,93.040001,42.470001,41.889999
41954,37.490002,6618900,27297500,16.969999,61.09285743,60.93000029,27.440001,17315300,11370300,92.720001,42.599998,42.630001
41957,37.830002,6279500,26663500,17.1,60.71571357,61.06285857,27.469999,16674800,8256200,93.089996,42.98,43.349998
41958,37.950001,5192600,63282600,16.41,60.931427,61.45714186,27.450001,31375200,11413500,92.769997,43.349998,43.02
41959,38.16,5810900,27888100,16.620001,61.38571543,61.47285843,29.73,83791400,9393300,93.139999,43.200001,43.509998
41960,38.099998,6911300,24606400,16.780001,61.91143043,61.68000029,29.83,35025600,10555400,93.709999,43.720001,44.41
41961,37.599998,8238400,29592500,16.65,61.87142943,60.70714186,29.719999,20756900,14431700,94.410004,44.419998,44.450001
41964,37.599998,7906500,28745600,16.83,61.351429,60.90142829,28.42,46046400,9530400,94.779999,44.48,44.630001
41965,39.740002,21958000,35016900,16.82,60.85714343,59.85571286,28.040001,25923400,7377400,94.839996,44.650002,44.57
41966,39.209999,10252200,78608500,17.25,62.70428471,62.93000029,27.92,22739800,8222800,94.419998,44.68,44.310001
41967,39.27,9191700,51510200,16.879999,62.95714186,62.64285657,28.459999,20000600,10059800,94.419998,44.220001,43.650002
41968,39.119999,6965000,30356000,16.9,62.18571471,62.99857329,28.34,11918700,9721000,93.839996,43.549999,43.509998
41971,38.990002,4970300,27823400,17.049999,62.97142786,63.97000129,28.33,11095100,8844700,93.610001,43.41,43.25
41972,39.049999,6160000,25879200,17.059999,64.27999871,64.76000214,28.23,10337800,10470700,93.459999,43.490002,43.259998
41973,39.349998,8871300,42156300,16.84,64.99857329,64.64714057,28.209999,20920100,14400800,93.379997,43.299999,43.5
41974,39.900002,8625100,39519600,16.950001,65.10713957,65.23999786,28.450001,13157600,23117700,91.25,44.189999,44.259998
41975,39.990002,9305700,32233600,17.120001,65.43000029,66.07714086,28.09,11863400,14408600,91.339996,44.240002,44.490002
41978,39.900002,4514300,53813000,17.110001,66.384285,67.06428529,27.799999,7839200,12625900,91.010002,44.470001,44.34
41979,39.990002,5140100,29014000,17,66.86000057,66.46428686,27.75,10951100,11689200,91.279999,44.27,44.029999
41980,39.889999,4513300,33058100,16.719999,66.25714114,66.42571257,27.51,9450700,8163800,91.129997,43.34,43.27
41981,39.959999,3897300,26626200,16.870001,66.26571657,65.85857386,27.620001,8934400,11529500,91.279999,43.509998,43.220001
41982,39.939999,5768600,25625300,16.940001,65.51999671,64.92142486,27.700001,13051100,9467800,90.43,43.209999,43.23
41985,39.919998,3506600,23170600,16.889999,65.26571657,66.76571657,28.370001,16561900,10133700,89.690002,43.049999,43.200001
41986,39.919998,4100300,22372000,16.959999,67.27714543,69.93856814,28.6,14891300,10892700,89.139999,43.25,43.32
41987,39.790001,11735300,29255700,16.85,71.12571714,71.21428686,28.209999,8471400,9797300,88.900002,43.450001,43.099998
41988,38.900002,8551200,55905300,16.219999,70.91714471,71.12999729,27.83,14217100,11273400,88.059998,42.900002,42.990002
41989,39.049999,5714600,30477300,16.219999,71.449997,71.76142886,27.6,14823400,11872500,87.650002,42.68,42.75
41992,39.029999,5365800,28013600,16.110001,72.04856871,72.53428643,27.440001,11876000,11745600,86.779999,42.959999,42.490002
41993,38.860001,5428900,42599300,15.82,72.815712,71.58142857,27.309999,10707200,16498800,86.830002,42.470001,42.59
41994,38.759998,9314200,34926600,16.110001,71.94142914,71.76571657,27.49,8791300,12766900,86.389999,42.450001,42.360001
41995,38.950001,4258600,16464700,16.25,72.13999943,71.85142514,28.01,15728600,10199900,86.449997,42.41,42.48
41996,39.139999,5162800,21547100,16.35,71.89571386,71.57428743,28.32,13192900,9206400,86.760002,42.68,42.759998
41999,39.560001,6757700,24792600,16.379999,71.53571314,71.85285943,28.040001,9754400,10654700,86.82,42.700001,42.389999
42000,38.810001,9172200,44005000,15.85,71.14286043,69.79856871,27.459999,14549500,13960200,86.580002,41.889999,41.110001
42001,38.689999,5115000,37027600,15.71,69.42857357,70.12857057,27.24,9603100,17738800,87.279999,41.09,41.25
42002,38.82,3192400,47714900,16.15,70.23571771,70.24285886,27.450001,13911900,11407800,87.230003,41.060001,41.25
42003,38.650002,4377300,40290600,16.120001,70.28571314,69.60285943,27.440001,16344400,12480400,86.790001,41.369999,41.080002
42007,39.09,4466800,33457700,16.209999,70.44285586,69.797142,27.870001,14591100,10546700,86.830002,41.650002,41.389999
42008,39.470001,6224400,69533900,16.370001,71.365715,71.24143214,28.120001,8880500,9822300,86.900002,41.360001,41.5
42009,39.580002,4374400,55979000,17.030001,71.46428686,70.75285343,28.35,8989600,11740100,87.330002,41.549999,41.82
42010,39.599998,4770400,61718600,16.82,71.20571143,71.17428586,28.5,10807500,12950600,86.800003,42.009998,41.43
42013,39.84,3656700,38517000,17.1,72.14286043,72.30999757,29.32,21178000,9297000,87.309998,41.52,41.720001
42014,40.360001,6427400,45850700,17.370001,72.31428529,70.662857,29.629999,13007600,11823100,87.279999,42.119999,42.450001
42015,40.389999,6720000,32902300,17.389999,66.71571357,66.815712,29.41,10374600,11201200,87.879997,42.490002,42.5
42016,40.110001,5855600,26855400,17.309999,66.92857357,67.52714543,30.27,22060700,10917200,87.860001,42.52,42.259998
42017,40.299999,4272300,21572800,17.280001,67.04856871,66.41428371,29.469999,13836600,8254200,88.150002,42.119999,42.189999
42020,40.580002,5393100,26976600,17.299999,65.85713957,64.30285643,30.040001,15748700,9421300,88.489998,42.77,42.889999
42021,40.84,4061200,23176300,17.299999,63.99428557,65.04571529,30,10499700,8941200,88.650002,42.970001,42.849998
42022,40.900002,7654400,45114100,17.34,66.16857143,66.38285829,30.459999,15570600,15134700,88.370003,42.799999,43.310001
42023,40.939999,5066800,30748200,17.51,67.24285886,67.47142786,31.049999,12795100,11757500,88.980003,43.830002,42.959999
42024,40.91,7179000,47887900,17.299999,68.28571314,66.77285771,31.1,14925400,20651100,88.589996,42.959999,42.849998
42027,40.619999,5780200,42733400,16.98,70.87142943,70.09143071,31.030001,15728900,12227700,87.639999,42.419998,42.310001
42028,40.560001,4440700,33787600,17.08,70.69714357,69.87142943,31.66,27820600,12129200,87.279999,42.07,41.73
42029,40.52,4421200,31630300,17.16,69.88571171,68.79000086,32.029999,19146600,13577400,86.93,41.830002,41.810001
42030,40.540001,3275500,32360900,17.120001,69.42857357,69.45999914,33,39233700,9787100,86.809998,41.919998,41.610001
42031,40.330002,3799300,34022600,17,69.11142729,68.96428686,33.849998,31791600,10867100,86.610001,41.57,41.59
42034,40.41,5521700,36511300,16.690001,68.17857357,68.10713957,33.75,30065800,17486100,85.610001,41.060001,41.32
42035,40.549999,3942000,41817000,16.92,68.34999843,69.70857243,34.439999,28180900,11885100,85.779999,41.369999,41.490002
42036,40.470001,4255100,29527300,16.950001,69.37571714,69.93714143,34.700001,21637400,11841400,85.279999,41.200001,41.259998
42037,40.360001,5899200,36628800,16.76,70.07286071,69.05857086,34.360001,23263900,13923400,85.339996,41.220001,41
42038,40.25,6539300,24991600,16.940001,69.12285614,69.00428771,35.060001,23950200,11325500,85.68,41,41.299999
42041,40.220001,5850700,30339600,16.809999,69.50856786,69.67857357,34.689999,15448700,10985800,85.269997,40.790001,40.619999
42042,39.900002,6427000,45491300,16.450001,69.99143214,68.70571143,34.5,42914600,15335700,85.470001,40.549999,40.240002
42043,39.490002,6859200,50838200,16.35,69.23428343,69.51285557,33.330002,33509700,13575100,84.830002,40.43,40.360001
42044,40.240002,6383900,46955700,16.83,70.18856814,69.94857029,33.91,23448100,17532400,84.790001,40.959999,41.439999
42045,40.43,4500100,30814200,16.879999,69.56999971,70.40142829,34.369999,17012300,12661800,85.5,40.439999,41.43
42048,40.639999,6080400,31229600,16.92,69.97571557,70.862854,34.099998,17614000,9742100,86.510002,41.139999,41.75
42049,40.599998,6437400,39294100,16.950001,71.07286071,71.23999786,34.32,42773900,12018000,86.639999,41.860001,41.540001
42050,40.77,8301700,33098300,17.030001,71.54142757,71.587143,34.110001,44820000,11668100,86.720001,41.91,42.209999
42051,40.720001,4972800,26889400,17.24,71.42571257,72.07142643,33.009998,25229700,10438200,87.010002,42.040001,42.68
42052,40.759998,5724400,23022100,17.43,72.28428643,72.69857029,33.75,24622900,12425100,87.300003,42.720001,42.68
42055,41.220001,9658800,22159700,17.41,73.11000057,74.48000329,34.349998,17776700,10730900,86.839996,42.639999,42.619999
42056,40.459999,13064800,30226500,17.440001,75.20143129,74.26714329,34.599998,17549100,12710600,87.129997,42.75,42.939999
42057,40.110001,12047600,45496200,17.389999,74.14286043,74.99428557,33.84,15931700,11449100,86.949997,42.91,42.759998
42058,40.279999,6663600,71402500,17.639999,75,75.98714443,33.310001,15086700,12288900,87.970001,42.93,42.689999
42059,40.27,7152100,47515700,17.42,75.90285486,75.137146,32.950001,22290000,11382000,87.82,42.639999,42.860001
42062,41.07,11604000,37323000,17.52,75.57714086,75.69714357,32.700001,18325700,9921900,87.610001,42.830002,42.830002
42063,41.77,11073600,36931500,17.41,76.61000057,73.81143186,34,29349200,10340000,88.440002,43.009998,42.959999
42064,42.330002,11278100,39898500,17.25,74.23000329,74.98571771,33.48,14292300,14305900,88.690002,43.110001,43.099998
42065,42.34,9643500,38742700,17.1,75,74.67142486,33.119999,15301900,19185200,89.199997,43.040001,42.689999
42066,42.369999,6033800,52493000,16.76,74.86000057,74.29000086,33.349998,15201400,19023500,88.269997,42.720001,42.669998
42069,42.240002,3681600,33974700,16.780001,74.44285586,75.25,33.66,15778500,20591600,90,42.75,42.700001
42070,42.040001,5350400,43517500,16.83,74.94000243,75.06428529,33.080002,13471100,21122500,91.239998,42.669998,42.630001
42071,42.259998,4637300,37052400,16.85,74.87857057,74.41714471,33.299999,10826400,13464600,92.120003,42.619999,42.439999
42072,42.299999,6335400,47526900,16.530001,74.22571557,73.21286014,33.049999,16861300,16572100,91.760002,42.560001,41.709999
42073,42.040001,5590100,38987300,16.610001,73.51142886,74.365715,33.119999,15082800,12330100,91.480003,41.720001,42.709999
42076,42,4291000,29561200,16.73,74.28428643,74.15000157,33.990002,15846800,7924700,92.5,42.689999,42.75
42077,41.990002,4176800,31432300,16.66,73.952858,74.28713986,34.52,18227600,10727300,92.5,42.68,42.279999
42078,42.41,7129600,39160000,16.639999,74,74.37571714,35.119999,21359400,9280000,92.07,42.16,42.759998
42079,42.75,6114500,35559900,17.01,74.68714143,75.45143129,35.889999,21411400,7909200,92.68,42.880001,43.09
42080,42.740002,4231800,33100600,17,75.22571557,74.99857329,35.939999,15615700,18374500,94.029999,42.98,43.540001
42083,42.700001,4000400,31231300,16.92,74.99857329,74.08999629,36.189999,19070000,14243700,95.059998,43.580002,43.41
42084,42.700001,3605000,26841800,16.82,74.14714057,74.22142786,35.169998,14955300,12697300,95.160004,43.52,43.560001
42085,42.400002,4858800,31077800,16.84,74.17571257,73.57142643,36.220001,32439800,10455400,94.370003,43.73,43.619999
42086,42.490002,3826700,33042300,16.98,73.94285586,74.44857029,36.66,26425000,9128400,94.629997,43.810001,44.080002
42087,42.669998,5002300,29789000,17,74.21714014,74.25714114,36.630001,13247500,8534700,94.290001,44,44.360001
42090,42.740002,6201200,25125300,16.93,74.431427,74.81999971,36.849998,15159800,10515100,94.830002,44.48,44.48
42091,42.849998,4181000,26440600,16.85,74.87428286,76.199997,36.75,10458300,11857900,94.150002,44.529999,44.310001
42092,42.580002,4764300,31559700,16.809999,76.615715,77.99428557,37.119999,10427500,8828100,93.480003,44.48,44.27
42094,43.080002,3756400,14918800,17.040001,78.49714657,79.43856814,37.349998,6455400,6770500,93.300003,44.389999,44.02
42097,43,4389600,27749600,17.030001,79.71428686,78.74714657,37.150002,11573000,9310500,92.919998,44.110001,44.18
42098,42.939999,6318700,74867000,16.42,79.75714114,80.90285486,37.07,14098300,12599500,93.230003,44.07,43.73
42099,43.07,6592500,40104000,16.49,80.78571314,80.71428686,38.150002,26139700,13074000,93.919998,43.400002,43.75
42100,42.73,4486700,44793800,16.52,81.80714414,81.12857057,39.310001,27662000,10586000,93.919998,43.619999,43.25
42101,43.560001,4794000,33254500,16.610001,80.82714086,80.00285343,39.279999,22215000,12063400,94.589996,43.669998,44.110001
42104,43.669998,5121700,34369700,16.5,80.12857057,80.91857143,39.200001,14386300,15516700,95.599998,44.139999,44.32
42105,43.650002,5146200,30523600,16.51,80.51142886,80.79285429,40.25,25479700,9868100,95.389999,44.220001,44.110001
42106,43.5,4169600,37848800,16.33,81,80.19428257,40.16,20915200,12811800,94.160004,44.07,43.52
42107,42.75,6970500,30945400,16.200001,80.30571743,80.07714086,40,16184600,15562600,94.279999,43.57,43.5
42108,42.779999,5596000,48535500,16.459999,80.40714257,79.20428471,40.200001,13773700,10629500,94.660004,43.52,43.73
42111,42.580002,4144400,38001800,16.709999,79.28857429,79.64286043,40.27,11439100,23226000,96.129997,43.970001,43.98
42112,42.610001,3570500,40555800,16.66,79.40142829,79.28428643,40,9842000,14920900,96.029999,43.759998,43.59
42113,43.099998,6390700,220363000,15.17,78.52857214,78.681427,40.040001,16844000,21331300,97.010002,43.98,44.93
42114,43.110001,4910200,84636000,15.25,78.5,77.77999871,40.380001,10710200,12905900,99,44.619999,45.02
42115,43,8648200,61508000,15.32,77.91857143,78.431427,40.599998,24637200,23331000,98.599998,45.099998,44.959999
42118,43.41,3908600,59222000,15.12,81.14286043,81.44142914,40.799999,7447900,10127600,98.389999,45.119999,45.209999
42119,43.599998,1339900,22642200,15.1,81.412857,81.09571071,40.950001,5113900,4168300,98.330002,45.25,45.389999
42121,43.650002,1960100,24966000,15.22,81.15714257,80.55714414,41.049999,7364600,9531200,99.379997,45.5,45.540001
42122,43.830002,1938000,21842000,15.25,80.54571529,80.01285557,40.75,6138700,10209000,100.989998,45.59,45.5
42125,43.91,2445700,32832800,15.25,79.637146,79.21714014,40.580002,8676800,9007900,100.309998,45.57,45.5
42126,44.09,2631300,27829000,15.26,79.16714471,80.14571386,40.5,8291400,8509600,100.43,45.52,45.400002
42128,43.5,6959200,31528500,15.28,79.38285829,79.01857,40.490002,21504200,11028100,99.389999,45.150002,45.02
42129,43.459999,4693300,46122300,15.3,78.98000329,77.28285986,40.439999,15755200,9295600,99.139999,44.990002,45.34
42132,43.279999,4446300,42657600,15.52,76.77857214,77.70428471,40.32,12467500,11848500,98.889999,45.529999,45.419998
42133,43.110001,5078900,54476300,15.35,77.76000214,77.14857486,41.200001,14100000,11187000,99.419998,45.799999,45.400002
42134,43.32,6353500,48448300,15.51,76.97285457,77.637146,41.720001,18638200,11180400,100.150002,45.400002,45.919998
42135,43.389999,3383800,67836500,15.77,78.11428829,76.64571386,41.349998,12897300,11674300,99.029999,45.970001,46.16
42136,43.25,5330900,44984000,15.94,77.11856843,76.134285,41.349998,8721700,10535400,99.120003,46.060001,45.939999
42139,43.099998,6759100,57566400,16.08,75.70143129,76.53285986,41.220001,16047200,12110900,98.269997,45.959999,45.560001
42140,43.400002,6892700,44039200,16.17,76.88857271,78.05571743,41.139999,14473900,9265000,98.650002,45.48,45.59
42141,43.650002,6605400,64118200,16.35,79.07428743,79.62285614,41.310001,9475500,9425500,98.629997,45.939999,46.400002
42142,43.599998,4086900,38410800,16.559999,79.271431,79.17857357,40.75,16348200,9421700,98.25,46.299999,46.389999
42143,43.849998,6614200,37152100,16.450001,78.78285986,77.23857114,40.439999,19262500,15998000,98.669998,46.48,46.389999
42147,43.93,7413800,35597200,16.360001,77.28428643,78.43856814,40.049999,21436400,13847300,98.040001,46.509998,46.5
42148,44.82,9822000,28741900,16.370001,78.70143129,78.78713986,40.400002,12994600,11642800,97.839996,46.740002,46.669998
42149,44.549999,8236400,37860800,16.309999,78.56285857,79.45428471,39.77,15384300,15393200,96.010002,46.400002,46.349998
42150,44.029999,10676700,66023500,15.78,79.14286043,78.01000214,38.98,26309000,14584300,94.82,46.040001,45.48
42153,43.27,7360000,51218700,15.52,78.58142857,78.64286043,37.939999,26728000,12474600,94.75,45.529999,45.529999
42154,42.93,6356100,57677500,15.51,72.68000029,72.35713957,38.32,39765300,10773600,94.769997,45.790001,45.959999
42155,42.75,8619600,52241500,15.2,71.99285886,71.53571314,36.310001,67190500,13191500,94.650002,45.630001,45.59
42156,42.93,6703000,32654100,15.18,71.79142757,71.39714057,35.810001,32244700,14628400,93.059998,45.849998,46.049999
42157,42.650002,12821700,64132600,14.9,70.73999786,71.51428229,36.330002,30072400,17361400,91.699997,45.41,45.34
42160,42.5,12669400,92427200,14.4,71.80142971,71.64714057,36.009998,22195200,20377900,89.639999,45.310001,44.43
42161,41.700001,10529900,55397500,14.45,72.26428229,72.684288,35.860001,21082500,17414400,89.389999,44.57,44.77
42162,41.130001,9254300,45466500,14.5,72.365715,73.22714229,35.939999,14022900,16393600,89.379997,44.599998,44.23
42163,41.439999,4734500,47527100,14.53,72.865715,73.21571357,36.75,14250000,13646100,89.25,44.369999,44.779999
42164,42,6005000,38410500,14.94,74.48285671,74.23999786,37.27,16178500,12573800,89.75,45.049999,45.369999
42167,42.369999,4666000,36217700,14.78,74.094284,75.56999971,38.130001,17642900,12237700,89.360001,45.389999,45.52
42168,43.290001,7149900,43482100,14.82,75.80142971,76.565712,38.860001,18348000,13422800,89.400002,45.540001,45.970001
42169,43.439999,5041200,30519400,14.99,76.70714571,76.55999757,38.91,14088500,10752400,90.639999,45.959999,45.990002
42170,43.75,5029100,27008800,14.88,76.37999729,77.775711,38.689999,12088100,9775300,90.400002,45.560001,45.98
42171,43.939999,4907400,34282200,15.03,77.49571229,77.71286014,38.450001,9975800,18260400,91.599998,46.029999,46.130001
42175,44.07,5826100,32167900,15.28,78,77.99857329,38.59,12096400,12979300,93.360001,46.290001,46.130001
42176,44.150002,5346600,26262500,15.21,77.82142643,76.76714329,38.330002,15851900,12227800,93.800003,46.049999,45.529999
42177,44.259998,5371100,20647300,15.15,76.14142614,75.87857057,38.040001,11155900,14424300,93.75,45.389999,45.630001
42178,44.43,5669500,29967600,15.11,76.112854,75.03571314,37.959999,12351900,11282200,94.940002,45.619999,45.599998
42181,44.830002,5311800,30412900,15.12,74.73571771,75.36428829,37.709999,15738900,16012500,95.410004,45.73,46.080002
42182,44.709999,5303900,26401400,15.11,75.62571714,74.58000186,37.580002,9756900,10663000,95.959999,46.200001,46.080002
42183,44.939999,4532100,34682200,15.07,74.80142971,73.90714257,38.099998,15778900,9087600,95.529999,46.349998,46.049999
42184,44.82,4343500,25727700,15.16,73.87714386,75.38143157,38.48,15489400,9101200,95.160004,45.950001,46.049999
42185,45.189999,5772900,35687900,15.23,75.58285529,75.17713929,39.380001,16957100,12651400,95.779999,46.099998,46.419998
42188,44.939999,4679400,42824000,15.03,74.77428443,75.39428714,38.66,14714700,11896700,94.830002,46.110001,46.150002
42189,45.41,5112200,33071700,15.27,75.85713957,75.89142614,39.790001,16139400,12566100,95.870003,46.720001,46.740002
42190,45.599998,5094800,32955900,15.36,75.84571071,76.05142971,40.150002,12536800,19829600,93.400002,46.82,47.09
42191,45.75,4803100,26630800,15.66,76.112854,75.82142643,39.98,10626700,12610400,93.269997,47.290001,47.34
42192,46.040001,3872400,23666900,15.54,75.87000271,75.77714543,39.91,14455500,12659100,93.989998,47.759998,47.950001
42195,46,3370300,30496600,15.45,75.48000329,75.84571071,38.779999,11819200,9964500,94.660004,47.900002,48.150002
42196,46.240002,4978200,34612800,15.17,76.49285886,76.58428186,38.299999,12592300,12143600,93.519997,48.34,47.810001
42197,46.599998,9523400,31250500,15.15,76.35857386,76.65856929,37.610001,14794700,9705400,93.550003,47.700001,48.119999
42198,46.779999,9890400,34344100,15.1,76.77714543,75.80714414,38.419998,21179700,9872500,93.330002,48.23,47.84
42199,45.290001,10047300,26943300,15.06,75.54142757,74.95571143,38.189999,30862300,11723300,93.290001,47.59,47.400002
42202,45.52,5894500,26929100,15.16,75.38571171,75.24857329,39.360001,29698300,8676100,93.75,47.700001,48.130001
42203,45.650002,4093400,28324200,15.28,75.12857057,75.91428371,39.509998,16934700,8757300,94.07,48.169998,48.400002
42204,46.009998,5830900,24374300,15.35,76.03713986,75.89428714,39.939999,19324600,9914700,93.129997,48.380001,47.810001
42205,46.970001,7694600,21203100,15.37,75.69857029,75.52857214,38.470001,19517000,10405000,93.010002,47.700001,49.029999
42206,47.650002,21693300,31678500,15.45,75.98999786,76.12428286,38.27,16044200,24479800,94.309998,49.790001,49.119999
42209,47,6884000,27033600,15.3,76.91714471,77.02714543,38.040001,29589000,9539800,94.480003,49.48,48.98
42210,46.900002,6606500,24656700,15.29,77.35713957,77.85571286,37.07,31715100,9796600,94.800003,49.25,48.959999
42211,47.25,6824900,24444100,15.23,78.07428743,77.11142729,36.740002,20938800,11033300,94.410004,49.189999,48.5
42212,46.619999,4935700,28244800,15.17,77.14571386,76.77999871,36.150002,21929600,15427500,94.059998,49.509998,49.099998
42213,47.060001,4329500,36615100,15.31,76.90285486,76.69428257,36.73,18292900,12321800,96.470001,49.139999,49.290001
